doc_id,metric,tfidf,bbidf,diff,improvement_pct
4,F1@50,0.14545454545454545,0.14545454545454545,0.0,0.0
5,F1@50,0.32786885245901637,0.29508196721311475,-0.03278688524590162,-9.999999999999995
6,F1@50,0.24561403508771928,0.24561403508771928,0.0,0.0
7,F1@50,0.21428571428571425,0.21428571428571425,0.0,0.0
8,F1@50,0.21428571428571425,0.21428571428571425,0.0,0.0
9,F1@50,0.18181818181818182,0.18181818181818182,0.0,0.0
11,F1@50,0.14814814814814814,0.14814814814814814,0.0,0.0
13,F1@50,0.17857142857142858,0.17857142857142858,0.0,0.0
15,F1@50,0.24561403508771928,0.24561403508771928,0.0,0.0
16,F1@50,0.2622950819672131,0.2622950819672131,0.0,0.0
17,F1@50,0.21052631578947367,0.21052631578947367,0.0,0.0
18,F1@50,0.18181818181818182,0.18181818181818182,0.0,0.0
19,F1@50,0.21428571428571425,0.21428571428571425,0.0,0.0
20,F1@50,0.27118644067796616,0.3050847457627119,0.03389830508474573,12.499999999999984
